Id,ActivityHour,StepTotal,TotalIntensity,AverageIntensity,Calories
1503960366,4/13/2016 1:00:00 PM,302,10,0.166667,72
1503960366,4/13/2016 2:00:00 PM,1577,46,0.766667,128
1503960366,4/13/2016 3:00:00 PM,493,13,0.216667,79
1503960366,4/13/2016 4:00:00 PM,299,10,0.166667,71
1503960366,4/13/2016 5:00:00 PM,695,23,0.383333,87
1503960366,4/13/2016 6:00:00 PM,1343,25,0.416667,118
1503960366,4/13/2016 7:00:00 PM,258,13,0.216667,73
1503960366,4/13/2016 8:00:00 PM,0,0,0,47
1503960366,4/13/2016 9:00:00 PM,0,0,0,48
1503960366,4/13/2016 10:00:00 PM,437,11,0.183333,74
1503960366,4/13/2016 11:00:00 PM,1766,56,0.933333,135
1503960366,4/14/2016 12:00:00 AM,81,4,0.066667,56
1503960366,4/14/2016 1:00:00 AM,58,3,0.05,54
1503960366,4/14/2016 2:00:00 AM,0,0,0,47
1503960366,4/14/2016 3:00:00 AM,0,0,0,47
1503960366,4/14/2016 4:00:00 AM,0,0,0,47
1503960366,4/14/2016 5:00:00 AM,0,0,0,47
1503960366,4/14/2016 6:00:00 AM,0,0,0,47
1503960366,4/14/2016 7:00:00 AM,0,0,0,47
1503960366,4/14/2016 8:00:00 AM,0,0,0,47
1503960366,4/14/2016 9:00:00 AM,902,14,0.233333,93
1503960366,4/14/2016 10:00:00 AM,1106,23,0.383333,109
1503960366,4/14/2016 11:00:00 AM,50,7,0.116667,64
1503960366,4/14/2016 12:00:00 PM,501,18,0.3,85
1503960366,4/14/2016 1:00:00 PM,1779,54,0.9,137
1503960366,4/14/2016 2:00:00 PM,1228,22,0.366667,113
1503960366,4/14/2016 3:00:00 PM,139,7,0.116667,66
1503960366,4/14/2016 4:00:00 PM,408,25,0.416667,88
1503960366,4/14/2016 5:00:00 PM,37,5,0.083333,61
1503960366,4/14/2016 6:00:00 PM,322,12,0.2,72
1503960366,4/14/2016 7:00:00 PM,11,1,0.016667,55
1503960366,4/14/2016 8:00:00 PM,806,24,0.4,91
1503960366,4/14/2016 9:00:00 PM,2670,57,0.95,174
1503960366,4/14/2016 10:00:00 PM,362,17,0.283333,79
1503960366,4/14/2016 11:00:00 PM,0,0,0,50
1503960366,4/15/2016 12:00:00 AM,83,6,0.1,60
1503960366,4/15/2016 1:00:00 AM,75,5,0.083333,58
1503960366,4/15/2016 2:00:00 AM,124,7,0.116667,59
1503960366,4/15/2016 3:00:00 AM,0,0,0,47
1503960366,4/15/2016 4:00:00 AM,0,0,0,47
1503960366,4/15/2016 5:00:00 AM,26,1,0.016667,49
1503960366,4/15/2016 6:00:00 AM,0,0,0,47
1503960366,4/15/2016 7:00:00 AM,7,1,0.016667,49
1503960366,4/15/2016 8:00:00 AM,55,5,0.083333,54
1503960366,4/15/2016 9:00:00 AM,21,2,0.033333,50
1503960366,4/15/2016 10:00:00 AM,154,8,0.133333,63
1503960366,4/15/2016 11:00:00 AM,425,23,0.383333,84
1503960366,4/15/2016 12:00:00 PM,270,13,0.216667,74
1503960366,4/15/2016 1:00:00 PM,373,9,0.15,67
1503960366,4/15/2016 2:00:00 PM,0,0,0,47
1503960366,4/15/2016 3:00:00 PM,0,0,0,47
1503960366,4/15/2016 4:00:00 PM,0,0,0,47
1503960366,4/15/2016 5:00:00 PM,1774,47,0.783333,140
1503960366,4/15/2016 6:00:00 PM,509,22,0.366667,87
1503960366,4/15/2016 7:00:00 PM,519,32,0.533333,97
1503960366,4/15/2016 8:00:00 PM,77,8,0.133333,64
1503960366,4/15/2016 9:00:00 PM,280,14,0.233333,75
1503960366,4/15/2016 10:00:00 PM,2145,66,1.1,151
1503960366,4/15/2016 11:00:00 PM,2768,95,1.583333,182
1503960366,4/16/2016 12:00:00 AM,459,15,0.25,77
1503960366,4/16/2016 1:00:00 AM,0,0,0,48
1503960366,4/16/2016 2:00:00 AM,63,3,0.05,52
1503960366,4/16/2016 3:00:00 AM,6,1,0.016667,48
1503960366,4/16/2016 4:00:00 AM,6,1,0.016667,49
1503960366,4/16/2016 5:00:00 AM,12,1,0.016667,49
1503960366,4/16/2016 6:00:00 AM,0,0,0,48
1503960366,4/16/2016 7:00:00 AM,101,4,0.066667,54
1503960366,4/16/2016 8:00:00 AM,175,9,0.15,62
1503960366,4/16/2016 9:00:00 AM,1181,38,0.633333,124
1503960366,4/16/2016 10:00:00 AM,1295,14,0.233333,110
1503960366,4/16/2016 11:00:00 AM,2043,30,0.5,147
1503960366,4/16/2016 12:00:00 PM,1513,42,0.7,119
1503960366,4/16/2016 1:00:00 PM,3616,90,1.5,214
1503960366,4/16/2016 2:00:00 PM,580,20,0.333333,82
1503960366,4/16/2016 3:00:00 PM,0,0,0,51
1503960366,4/16/2016 4:00:00 PM,15,2,0.033333,54
1503960366,4/16/2016 5:00:00 PM,380,17,0.283333,79
1503960366,4/16/2016 6:00:00 PM,96,10,0.166667,65
1503960366,4/16/2016 7:00:00 PM,146,12,0.2,67
1503960366,4/16/2016 8:00:00 PM,385,19,0.316667,81
1503960366,4/16/2016 9:00:00 PM,463,13,0.216667,75
1503960366,4/16/2016 10:00:00 PM,42,3,0.05,55
1503960366,4/16/2016 11:00:00 PM,92,5,0.083333,56
1503960366,4/17/2016 12:00:00 AM,0,0,0,47
1503960366,4/17/2016 1:00:00 AM,0,0,0,48
1503960366,4/17/2016 2:00:00 AM,0,0,0,47
1503960366,4/17/2016 3:00:00 AM,8,1,0.016667,49
1503960366,4/17/2016 4:00:00 AM,0,0,0,48
1503960366,4/17/2016 5:00:00 AM,0,0,0,48
1503960366,4/17/2016 6:00:00 AM,0,0,0,48
1503960366,4/17/2016 7:00:00 AM,0,0,0,48
1503960366,4/17/2016 8:00:00 AM,0,0,0,48
1503960366,4/17/2016 9:00:00 AM,0,0,0,48
1503960366,4/17/2016 10:00:00 AM,0,0,0,47
1503960366,4/17/2016 11:00:00 AM,84,9,0.15,63
1503960366,4/17/2016 12:00:00 PM,260,18,0.3,76
1503960366,4/17/2016 1:00:00 PM,402,23,0.383333,83
1503960366,4/17/2016 2:00:00 PM,252,10,0.166667,69
1503960366,4/17/2016 3:00:00 PM,191,13,0.216667,73
1503960366,4/17/2016 4:00:00 PM,13,2,0.033333,57
1503960366,4/17/2016 5:00:00 PM,2613,71,1.183333,174
1503960366,4/17/2016 6:00:00 PM,1616,39,0.65,136
1503960366,4/17/2016 7:00:00 PM,754,24,0.4,95
1503960366,4/17/2016 8:00:00 PM,2955,87,1.45,191
1503960366,4/17/2016 9:00:00 PM,487,16,0.266667,79
1503960366,4/17/2016 10:00:00 PM,70,5,0.083333,58
1503960366,4/17/2016 11:00:00 PM,0,0,0,50
1503960366,4/18/2016 12:00:00 AM,416,21,0.35,82
1503960366,4/18/2016 1:00:00 AM,0,0,0,48
1503960366,4/18/2016 2:00:00 AM,0,0,0,47
1503960366,4/18/2016 3:00:00 AM,0,0,0,47
1503960366,4/18/2016 4:00:00 AM,0,0,0,47
1503960366,4/18/2016 5:00:00 AM,0,0,0,47
1503960366,4/18/2016 6:00:00 AM,0,0,0,47
1503960366,4/18/2016 7:00:00 AM,0,0,0,47
1503960366,4/18/2016 8:00:00 AM,0,0,0,47
1503960366,4/18/2016 9:00:00 AM,1688,39,0.65,133
1503960366,4/18/2016 10:00:00 AM,380,17,0.283333,81
1503960366,4/18/2016 11:00:00 AM,328,15,0.25,73
1503960366,4/18/2016 12:00:00 PM,1306,40,0.666667,118
1503960366,4/18/2016 1:00:00 PM,268,9,0.15,70
1503960366,4/18/2016 2:00:00 PM,137,7,0.116667,64
1503960366,4/18/2016 3:00:00 PM,495,14,0.233333,80
1503960366,4/18/2016 4:00:00 PM,277,17,0.283333,78
1503960366,4/18/2016 5:00:00 PM,304,18,0.3,79
1503960366,4/18/2016 6:00:00 PM,4074,114,1.9,234
1503960366,4/18/2016 7:00:00 PM,2101,30,0.5,157
1503960366,4/18/2016 8:00:00 PM,28,2,0.033333,57
1503960366,4/18/2016 9:00:00 PM,187,11,0.183333,68
1503960366,4/18/2016 10:00:00 PM,542,19,0.316667,86
1503960366,4/18/2016 11:00:00 PM,488,18,0.3,83
1503960366,4/19/2016 12:00:00 AM,0,0,0,47
1503960366,4/19/2016 1:00:00 AM,22,1,0.016667,49
1503960366,4/19/2016 2:00:00 AM,0,0,0,47
1503960366,4/19/2016 3:00:00 AM,9,2,0.033333,50
1503960366,4/19/2016 4:00:00 AM,0,0,0,47
1503960366,4/19/2016 5:00:00 AM,0,0,0,47
1503960366,4/19/2016 6:00:00 AM,7,1,0.016667,49
1503960366,4/19/2016 7:00:00 AM,316,19,0.316667,75
1503960366,4/19/2016 8:00:00 AM,1656,38,0.633333,130
1503960366,4/19/2016 9:00:00 AM,367,16,0.266667,79
1503960366,4/19/2016 10:00:00 AM,203,16,0.266667,75
1503960366,4/19/2016 11:00:00 AM,194,13,0.216667,72
1503960366,4/19/2016 12:00:00 PM,1887,61,1.016667,143
1503960366,4/19/2016 1:00:00 PM,2697,65,1.083333,171
1503960366,4/19/2016 2:00:00 PM,409,12,0.2,76
1503960366,4/19/2016 3:00:00 PM,299,12,0.2,72
1503960366,4/19/2016 4:00:00 PM,297,9,0.15,71
1503960366,4/19/2016 5:00:00 PM,732,13,0.216667,90
1503960366,4/19/2016 6:00:00 PM,1280,30,0.5,120
1503960366,4/19/2016 7:00:00 PM,397,31,0.516667,93
1503960366,4/19/2016 8:00:00 PM,2487,69,1.15,159
1503960366,4/19/2016 9:00:00 PM,826,16,0.266667,94
1503960366,4/19/2016 10:00:00 PM,52,4,0.066667,58
1503960366,4/19/2016 11:00:00 PM,1369,48,0.8,120
1503960366,4/20/2016 12:00:00 AM,16,2,0.033333,54
1503960366,4/20/2016 1:00:00 AM,36,2,0.033333,53
1503960366,4/20/2016 2:00:00 AM,0,0,0,47
1503960366,4/20/2016 3:00:00 AM,0,0,0,48
1503960366,4/20/2016 4:00:00 AM,0,0,0,48
1503960366,4/20/2016 5:00:00 AM,0,0,0,47
1503960366,4/20/2016 6:00:00 AM,0,0,0,48
1503960366,4/20/2016 7:00:00 AM,29,3,0.05,51
1503960366,4/20/2016 8:00:00 AM,264,14,0.233333,70
1503960366,4/20/2016 9:00:00 AM,1993,50,0.833333,144
1503960366,4/20/2016 10:00:00 AM,459,13,0.216667,79
1503960366,4/20/2016 11:00:00 AM,65,1,0.016667,58
1503960366,4/20/2016 12:00:00 PM,185,8,0.133333,64
1503960366,4/20/2016 1:00:00 PM,64,5,0.083333,61
1503960366,4/20/2016 2:00:00 PM,1270,39,0.65,113
1503960366,4/20/2016 3:00:00 PM,797,21,0.35,97
1503960366,4/20/2016 4:00:00 PM,261,11,0.183333,70
1503960366,4/20/2016 5:00:00 PM,13,2,0.033333,57
1503960366,4/20/2016 6:00:00 PM,1308,32,0.533333,114
1503960366,4/20/2016 7:00:00 PM,1558,36,0.6,117
1503960366,4/20/2016 8:00:00 PM,499,12,0.2,80
1503960366,4/20/2016 9:00:00 PM,395,22,0.366667,83
1503960366,4/20/2016 10:00:00 PM,77,7,0.116667,62
1503960366,4/20/2016 11:00:00 PM,1255,33,0.55,120
1503960366,4/21/2016 12:00:00 AM,17,2,0.033333,54
1503960366,4/21/2016 1:00:00 AM,129,8,0.133333,61
1503960366,4/21/2016 2:00:00 AM,81,5,0.083333,55
1503960366,4/21/2016 3:00:00 AM,0,0,0,48
1503960366,4/21/2016 4:00:00 AM,0,0,0,47
1503960366,4/21/2016 5:00:00 AM,0,0,0,47
1503960366,4/21/2016 6:00:00 AM,0,0,0,48
1503960366,4/21/2016 7:00:00 AM,38,3,0.05,52
1503960366,4/21/2016 8:00:00 AM,245,15,0.25,71
1503960366,4/21/2016 9:00:00 AM,1672,26,0.433333,133
1503960366,4/21/2016 10:00:00 AM,255,16,0.266667,77
1503960366,4/21/2016 11:00:00 AM,0,0,0,55
1503960366,4/21/2016 12:00:00 PM,384,11,0.183333,73
1503960366,4/21/2016 1:00:00 PM,1140,25,0.416667,113
1503960366,4/21/2016 2:00:00 PM,12,2,0.033333,58
1503960366,4/21/2016 3:00:00 PM,213,8,0.133333,68
1503960366,4/21/2016 4:00:00 PM,26,4,0.066667,60
1503960366,4/21/2016 5:00:00 PM,96,5,0.083333,60
1503960366,4/21/2016 6:00:00 PM,213,9,0.15,69
1503960366,4/21/2016 7:00:00 PM,100,8,0.133333,64
1503960366,4/21/2016 8:00:00 PM,3541,92,1.533333,213
1503960366,4/21/2016 9:00:00 PM,970,21,0.35,104
1503960366,4/21/2016 10:00:00 PM,89,9,0.15,63
1503960366,4/21/2016 11:00:00 PM,598,15,0.25,84
1503960366,4/22/2016 12:00:00 AM,0,0,0,47
1503960366,4/22/2016 1:00:00 AM,0,0,0,47
1503960366,4/22/2016 2:00:00 AM,0,0,0,47
1503960366,4/22/2016 3:00:00 AM,0,0,0,47
1503960366,4/22/2016 4:00:00 AM,0,0,0,47
1503960366,4/22/2016 5:00:00 AM,0,0,0,47
1503960366,4/22/2016 6:00:00 AM,0,0,0,47
1503960366,4/22/2016 7:00:00 AM,0,0,0,47
1503960366,4/22/2016 8:00:00 AM,0,0,0,47
1503960366,4/22/2016 9:00:00 AM,192,13,0.216667,65
1503960366,4/22/2016 10:00:00 AM,29,2,0.033333,54
1503960366,4/22/2016 11:00:00 AM,958,34,0.566667,102
1503960366,4/22/2016 12:00:00 PM,38,2,0.033333,57
1503960366,4/22/2016 1:00:00 PM,118,4,0.066667,60
1503960366,4/22/2016 2:00:00 PM,0,0,0,54
1503960366,4/22/2016 3:00:00 PM,180,10,0.166667,66
1503960366,4/22/2016 4:00:00 PM,22,4,0.066667,58
1503960366,4/22/2016 5:00:00 PM,1041,18,0.3,104
1503960366,4/22/2016 6:00:00 PM,514,23,0.383333,87
1503960366,4/22/2016 7:00:00 PM,629,16,0.266667,82
1503960366,4/22/2016 8:00:00 PM,329,13,0.216667,71
1503960366,4/22/2016 9:00:00 PM,5934,159,2.65,311
1503960366,4/22/2016 10:00:00 PM,855,30,0.5,95
1503960366,4/22/2016 11:00:00 PM,1925,54,0.9,136
1503960366,4/23/2016 12:00:00 AM,182,9,0.15,63
1503960366,4/23/2016 1:00:00 AM,0,0,0,47
1503960366,4/23/2016 2:00:00 AM,11,1,0.016667,49
1503960366,4/23/2016 3:00:00 AM,0,0,0,47
1503960366,4/23/2016 4:00:00 AM,0,0,0,47
1503960366,4/23/2016 5:00:00 AM,0,0,0,48
1503960366,4/23/2016 6:00:00 AM,12,2,0.033333,50
1503960366,4/23/2016 7:00:00 AM,0,0,0,48
1503960366,4/23/2016 8:00:00 AM,127,8,0.133333,59
1503960366,4/23/2016 9:00:00 AM,285,17,0.283333,75
1503960366,4/23/2016 10:00:00 AM,49,4,0.066667,56
1503960366,4/23/2016 11:00:00 AM,703,11,0.183333,84
1503960366,4/23/2016 12:00:00 PM,1597,49,0.816667,129
1503960366,4/23/2016 1:00:00 PM,1453,51,0.85,129
1503960366,4/23/2016 2:00:00 PM,202,20,0.333333,78
1503960366,4/23/2016 3:00:00 PM,158,15,0.25,73
1503960366,4/23/2016 4:00:00 PM,2008,52,0.866667,140
1503960366,4/23/2016 5:00:00 PM,1472,26,0.433333,121
1503960366,4/23/2016 6:00:00 PM,2569,66,1.1,173
1503960366,4/23/2016 7:00:00 PM,29,2,0.033333,51
1503960366,4/23/2016 8:00:00 PM,142,9,0.15,63
1503960366,4/23/2016 9:00:00 PM,2432,54,0.9,162
1503960366,4/23/2016 10:00:00 PM,709,25,0.416667,96
1503960366,4/23/2016 11:00:00 PM,231,6,0.1,60
1503960366,4/24/2016 12:00:00 AM,141,10,0.166667,66
1503960366,4/24/2016 1:00:00 AM,42,2,0.033333,54
1503960366,4/24/2016 2:00:00 AM,0,0,0,48
1503960366,4/24/2016 3:00:00 AM,0,0,0,48
1503960366,4/24/2016 4:00:00 AM,8,1,0.016667,49
1503960366,4/24/2016 5:00:00 AM,0,0,0,48
1503960366,4/24/2016 6:00:00 AM,7,1,0.016667,49
1503960366,4/24/2016 7:00:00 AM,0,0,0,47
1503960366,4/24/2016 8:00:00 AM,8,1,0.016667,49
1503960366,4/24/2016 9:00:00 AM,76,8,0.133333,59
1503960366,4/24/2016 10:00:00 AM,492,26,0.433333,90
1503960366,4/24/2016 11:00:00 AM,149,12,0.2,67
1503960366,4/24/2016 12:00:00 PM,548,12,0.2,82
1503960366,4/24/2016 1:00:00 PM,394,12,0.2,74
1503960366,4/24/2016 2:00:00 PM,26,1,0.016667,52
1503960366,4/24/2016 3:00:00 PM,27,2,0.033333,52
1503960366,4/24/2016 4:00:00 PM,885,29,0.483333,102
1503960366,4/24/2016 5:00:00 PM,411,25,0.416667,86
1503960366,4/24/2016 6:00:00 PM,911,40,0.666667,115
1503960366,4/24/2016 7:00:00 PM,4871,131,2.183333,270
1503960366,4/24/2016 8:00:00 PM,342,18,0.3,76
1503960366,4/24/2016 9:00:00 PM,244,17,0.283333,74
1503960366,4/24/2016 10:00:00 PM,66,7,0.116667,61
1503960366,4/24/2016 11:00:00 PM,391,10,0.166667,72
1503960366,4/25/2016 12:00:00 AM,95,8,0.133333,62
1503960366,4/25/2016 1:00:00 AM,22,3,0.05,53
1503960366,4/25/2016 2:00:00 AM,97,6,0.1,57
1503960366,4/25/2016 3:00:00 AM,0,0,0,47
1503960366,4/25/2016 4:00:00 AM,25,2,0.033333,50
1503960366,4/25/2016 5:00:00 AM,4,1,0.016667,49
1503960366,4/25/2016 6:00:00 AM,0,0,0,47
1503960366,4/25/2016 7:00:00 AM,44,3,0.05,52
1503960366,4/25/2016 8:00:00 AM,426,22,0.366667,83
1503960366,4/25/2016 9:00:00 AM,2041,46,0.766667,146
1503960366,4/25/2016 10:00:00 AM,258,12,0.2,73
1503960366,4/25/2016 11:00:00 AM,1468,24,0.4,121
1503960366,4/25/2016 12:00:00 PM,707,19,0.316667,92
1503960366,4/25/2016 1:00:00 PM,299,13,0.216667,75
1503960366,4/25/2016 2:00:00 PM,94,5,0.083333,62
1503960366,4/25/2016 3:00:00 PM,359,13,0.216667,76
1503960366,4/25/2016 4:00:00 PM,263,10,0.166667,71
1503960366,4/25/2016 5:00:00 PM,188,8,0.133333,67
1503960366,4/25/2016 6:00:00 PM,116,6,0.1,61
1503960366,4/25/2016 7:00:00 PM,2815,86,1.433333,182
1503960366,4/25/2016 8:00:00 PM,895,30,0.5,95
1503960366,4/25/2016 9:00:00 PM,4895,132,2.2,267
1503960366,4/25/2016 10:00:00 PM,188,11,0.183333,68
1503960366,4/25/2016 11:00:00 PM,56,3,0.05,54
1503960366,4/26/2016 12:00:00 AM,101,4,0.066667,56
1503960366,4/26/2016 1:00:00 AM,178,11,0.183333,66
1503960366,4/26/2016 2:00:00 AM,0,0,0,51
1503960366,4/26/2016 3:00:00 AM,145,11,0.183333,64
1503960366,4/26/2016 4:00:00 AM,0,0,0,48
1503960366,4/26/2016 5:00:00 AM,7,1,0.016667,49
1503960366,4/26/2016 6:00:00 AM,0,0,0,48
1503960366,4/26/2016 7:00:00 AM,28,3,0.05,52
1503960366,4/26/2016 8:00:00 AM,173,13,0.216667,67
1503960366,4/26/2016 9:00:00 AM,1826,31,0.516667,139
1503960366,4/26/2016 10:00:00 AM,666,22,0.366667,92
1503960366,4/26/2016 11:00:00 AM,266,17,0.283333,78
1503960366,4/26/2016 12:00:00 PM,415,10,0.166667,74
1503960366,4/26/2016 1:00:00 PM,1571,42,0.7,126
1503960366,4/26/2016 2:00:00 PM,1998,60,1,142
1503960366,4/26/2016 3:00:00 PM,323,9,0.15,74
1503960366,4/26/2016 4:00:00 PM,697,22,0.366667,93
1503960366,4/26/2016 5:00:00 PM,143,5,0.083333,60
1503960366,4/26/2016 6:00:00 PM,2513,72,1.2,169
1503960366,4/26/2016 7:00:00 PM,148,15,0.25,73
1503960366,4/26/2016 8:00:00 PM,1649,26,0.433333,127
1503960366,4/26/2016 9:00:00 PM,450,14,0.233333,79
1503960366,4/26/2016 10:00:00 PM,148,9,0.15,66
1503960366,4/26/2016 11:00:00 PM,310,21,0.35,80
1503960366,4/27/2016 12:00:00 AM,277,10,0.166667,68
1503960366,4/27/2016 1:00:00 AM,60,5,0.083333,59
1503960366,4/27/2016 2:00:00 AM,17,2,0.033333,53
1503960366,4/27/2016 3:00:00 AM,0,0,0,47
1503960366,4/27/2016 4:00:00 AM,0,0,0,47
1503960366,4/27/2016 5:00:00 AM,0,0,0,47
1503960366,4/27/2016 6:00:00 AM,0,0,0,47
1503960366,4/27/2016 7:00:00 AM,0,0,0,47
1503960366,4/27/2016 8:00:00 AM,0,0,0,47
1503960366,4/27/2016 9:00:00 AM,1916,33,0.55,149
1503960366,4/27/2016 10:00:00 AM,502,27,0.45,93
1503960366,4/27/2016 11:00:00 AM,797,23,0.383333,100
1503960366,4/27/2016 12:00:00 PM,701,12,0.2,89
1503960366,4/27/2016 1:00:00 PM,319,13,0.216667,76
1503960366,4/27/2016 2:00:00 PM,1932,35,0.583333,150
1503960366,4/27/2016 3:00:00 PM,59,6,0.1,63
1503960366,4/27/2016 4:00:00 PM,98,7,0.116667,64
1503960366,4/27/2016 5:00:00 PM,261,13,0.216667,73
1503960366,4/27/2016 6:00:00 PM,2714,73,1.216667,178
1503960366,4/27/2016 7:00:00 PM,5786,150,2.5,318
1503960366,4/27/2016 8:00:00 PM,2420,70,1.166667,174
1503960366,4/27/2016 9:00:00 PM,266,20,0.333333,76
1503960366,4/27/2016 10:00:00 PM,0,0,0,47
1503960366,4/27/2016 11:00:00 PM,0,0,0,47
1503960366,4/28/2016 12:00:00 AM,0,0,0,47
1503960366,4/28/2016 1:00:00 AM,127,10,0.166667,62
1503960366,4/28/2016 2:00:00 AM,0,0,0,48
1503960366,4/28/2016 3:00:00 AM,0,0,0,47
1503960366,4/28/2016 4:00:00 AM,0,0,0,48
1503960366,4/28/2016 5:00:00 AM,0,0,0,47
1503960366,4/28/2016 6:00:00 AM,0,0,0,48
1503960366,4/28/2016 7:00:00 AM,14,1,0.016667,49
1503960366,4/28/2016 8:00:00 AM,128,11,0.183333,63
1503960366,4/28/2016 9:00:00 AM,1192,38,0.633333,116
1503960366,4/28/2016 10:00:00 AM,987,19,0.316667,105
1503960366,4/28/2016 11:00:00 AM,288,10,0.166667,73
1503960366,4/28/2016 12:00:00 PM,317,16,0.266667,78
1503960366,4/28/2016 1:00:00 PM,1144,33,0.55,108
1503960366,4/28/2016 2:00:00 PM,1512,47,0.783333,124
1503960366,4/28/2016 3:00:00 PM,115,5,0.083333,61
1503960366,4/28/2016 4:00:00 PM,554,10,0.166667,81
1503960366,4/28/2016 5:00:00 PM,235,11,0.183333,72
1503960366,4/28/2016 6:00:00 PM,1829,56,0.933333,138
1503960366,4/28/2016 7:00:00 PM,13,1,0.016667,56
1503960366,4/28/2016 8:00:00 PM,2122,50,0.833333,151
1503960366,4/28/2016 9:00:00 PM,986,21,0.35,103
1503960366,4/28/2016 10:00:00 PM,16,2,0.033333,55
1503960366,4/28/2016 11:00:00 PM,1512,48,0.8,121
1503960366,4/29/2016 12:00:00 AM,202,9,0.15,65
1503960366,4/29/2016 1:00:00 AM,0,0,0,49
1503960366,4/29/2016 2:00:00 AM,71,4,0.066667,54
1503960366,4/29/2016 3:00:00 AM,0,0,0,47
1503960366,4/29/2016 4:00:00 AM,0,0,0,47
1503960366,4/29/2016 5:00:00 AM,0,0,0,48
1503960366,4/29/2016 6:00:00 AM,0,0,0,47
1503960366,4/29/2016 7:00:00 AM,27,3,0.05,52
1503960366,4/29/2016 8:00:00 AM,201,13,0.216667,67
1503960366,4/29/2016 9:00:00 AM,1820,33,0.55,142
1503960366,4/29/2016 10:00:00 AM,44,4,0.066667,60
1503960366,4/29/2016 11:00:00 AM,104,4,0.066667,60
1503960366,4/29/2016 12:00:00 PM,214,6,0.1,65
1503960366,4/29/2016 1:00:00 PM,41,6,0.1,62
1503960366,4/29/2016 2:00:00 PM,1711,56,0.933333,136
1503960366,4/29/2016 3:00:00 PM,1076,23,0.383333,110
1503960366,4/29/2016 4:00:00 PM,285,10,0.166667,73
1503960366,4/29/2016 5:00:00 PM,380,9,0.15,75
1503960366,4/29/2016 6:00:00 PM,118,5,0.083333,60
1503960366,4/29/2016 7:00:00 PM,267,11,0.183333,71
1503960366,4/29/2016 8:00:00 PM,386,16,0.266667,80
1503960366,4/29/2016 9:00:00 PM,1366,20,0.333333,118
1503960366,4/29/2016 10:00:00 PM,1111,27,0.45,111
1503960366,4/29/2016 11:00:00 PM,1757,56,0.933333,140
1503960366,4/30/2016 12:00:00 AM,19,1,0.016667,51
1503960366,4/30/2016 1:00:00 AM,65,7,0.116667,57
1503960366,4/30/2016 2:00:00 AM,0,0,0,47
1503960366,4/30/2016 3:00:00 AM,6,1,0.016667,49
1503960366,4/30/2016 4:00:00 AM,0,0,0,47
1503960366,4/30/2016 5:00:00 AM,0,0,0,48
1503960366,4/30/2016 6:00:00 AM,0,0,0,48
1503960366,4/30/2016 7:00:00 AM,0,0,0,48
1503960366,4/30/2016 8:00:00 AM,60,3,0.05,52
1503960366,4/30/2016 9:00:00 AM,148,11,0.183333,64
1503960366,4/30/2016 10:00:00 AM,239,17,0.283333,72
1503960366,4/30/2016 11:00:00 AM,127,7,0.116667,62
1503960366,4/30/2016 12:00:00 PM,92,4,0.066667,58
1503960366,4/30/2016 1:00:00 PM,141,11,0.183333,65
1503960366,4/30/2016 2:00:00 PM,520,22,0.366667,85
1503960366,4/30/2016 3:00:00 PM,993,26,0.433333,94
1503960366,4/30/2016 4:00:00 PM,3388,99,1.65,203
1503960366,4/30/2016 5:00:00 PM,2176,55,0.916667,160
